,,,freq,Time frequency,iccs,International classification of crime for statistical purposes (ICCS),unit,Unit of measure,geo,Country Name,Year,Time,Crime_value,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2020,,1.1,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2021,,1.06,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2022,,1.03,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2023,,1.17,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2008,,0.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2009,,1,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2010,,0.97,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2011,,0.86,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2012,,0.72,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2013,,0.91,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2014,,0.9,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2015,,1.15,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2016,,1.08,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2017,,1.13,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2018,,1.07,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2019,,1.09,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2020,,1.2,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2021,,1.09,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2022,,1.11,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2023,,1.15,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2008,,0.55,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2009,,0.64,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2010,,0.54,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2011,,0.83,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2012,,0.68,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2013,,0.58,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2014,,0.82,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2015,,0.97,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2016,,0.48,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2017,,0.92,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2018,,0.44,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2019,,0.67,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2020,,0.52,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2021,,0.43,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2022,,0.62,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2023,,0.61,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2008,,1.75,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2009,,1.56,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2010,,1.65,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2011,,1.78,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2012,,1.39,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2013,,1.44,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2014,,1.33,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2015,,0.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2016,,1.11,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2017,,1.47,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2018,,1.23,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2019,,1.39,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2020,,1.15,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2021,,1.01,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2022,,0.77,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2023,,1.14,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2009,,2.92,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2010,,2.43,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2011,,2.29,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2012,,2.42,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2017,,2.91,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2018,,2.44,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2019,,2.25,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2020,,2.37,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2021,,2.36,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2022,,2.47,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2023,,2.54,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2008,,1.17,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2009,,1.08,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2010,,1.14,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2011,,0.94,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2012,,0.97,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2013,,0.92,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2014,,0.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2015,,0.95,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2016,,1.16,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2017,,1.2,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2018,,1.14,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2008,,1.83,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2009,,1.61,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2010,,1.91,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2011,,1.76,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2012,,1.19,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2013,,1.15,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2014,,1.16,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2015,,1.1,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2016,,1.15,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2017,,1.09,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2018,,1.1,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2008,,1.36,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2009,,1.62,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2010,,1.28,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2011,,1.27,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2012,,1.15,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2013,,1.09,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2014,,0.93,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2015,,1.3,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2016,,0.97,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2017,,1.29,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2018,,1.23,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2008,,5.25,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2009,,3.35,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2010,,4.8,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2011,,3.46,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2016,,1.64,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2017,,1.85,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2018,,2.39,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2019,,1.28,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2020,,1.57,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2008,,7.63,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2009,,7.25,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2011,,7.56,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2014,,6.25,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2015,,4.78,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2016,,4.57,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2017,,4.48,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2018,,3.97,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2019,,3.25,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2020,,4.01,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2021,,3.57,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2022,,3.33,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2023,,3.4,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2008,,0.7,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2009,,1.22,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2010,,1.34,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2011,,1.25,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2012,,1.3,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2013,,1.24,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2014,,0.82,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2015,,1.12,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2016,,1.14,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2017,,1.72,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2018,,1.48,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2019,,1.93,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2020,,1.49,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2021,,1.35,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2022,,1.49,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2023,,1.58,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BA,Bosnia and Herzegovina,2008,,2.39,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BA,Bosnia and Herzegovina,2010,,1.74,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BA,Bosnia and Herzegovina,2011,,1.3,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BA,Bosnia and Herzegovina,2012,,1.22,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2008,,6.39,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2009,,6.94,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2010,,7.03,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2011,,7.8,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2012,,7.55,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2013,,7.26,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2014,,7.59,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2015,,7.83,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2016,,7.79,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2017,,8.55,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2018,,9.01,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2019,,8.95,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2020,,8.83,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2021,,9.12,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2022,,10.42,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2023,,10.55,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2008,,0.8,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2009,,0.88,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2010,,0.84,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2011,,0.83,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2012,,0.61,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2013,,0.92,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2014,,0.63,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2015,,0.46,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2016,,1.06,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2017,,0.44,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2018,,0.65,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2019,,0.54,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2020,,0.46,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2021,,0.4,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2022,,0.67,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2023,,0.7,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2008,,1.46,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2009,,2.4,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2010,,2.4,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2011,,2.34,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2012,,2.31,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2013,,1.89,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2014,,1.62,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2015,,1.71,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2016,,2.25,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2017,,2.27,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2018,,1.76,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2019,,1.88,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2020,,2.39,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2021,,2.12,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2022,,2.23,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2023,,2.6,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2008,,1.67,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2009,,2.38,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2010,,1.34,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2011,,1.55,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2012,,1.39,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2013,,0.92,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2014,,1.17,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2015,,1.3,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2016,,0.83,,,,,
,,,A,Annual,ICCS0102,Attempted intentional homicide,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2017,,1.17,,,,,
